# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri May 12 10:14:28 2023
#
# User preference: *
#
# CONSTRAINT:  where (koi_pdisposition like '%CANDIDATE%'
# CONSTRAINT:  and koi_count >= 2)
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_count:      Number of Planets
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
kepid,kepoi_name,kepler_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_count,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
6779260,K02678.01,Kepler-1313 b,CANDIDATE,3.833087643,5.4890000e-06,-5.4890000e-06,2.25,2.300e-01,-1.200e-01,2,0.8310,0.0840,-0.0450,0.8780,0.0430,-0.0590
11807274,K00262.02,Kepler-50 c,CANDIDATE,9.376637130,3.1920000e-05,-3.1920000e-05,1.89,1.000e-01,-1.000e-01,2,1.5430,0.0840,-0.0750,1.1870,0.0800,-0.0620
8077137,K00274.02,Kepler-128 c,CANDIDATE,22.803025200,1.1220000e-04,-1.1220000e-04,1.29,8.000e-02,-6.000e-02,2,1.6130,0.0980,-0.0740,1.0920,0.0780,-0.0500
6878240,K02681.01,Kepler-397 c,CANDIDATE,135.497825600,3.3640000e-04,-3.3640000e-04,6.01,4.100e-01,-3.400e-01,2,0.7570,0.0520,-0.0420,0.7820,0.0470,-0.0470
6878240,K02681.02,Kepler-397 b,CANDIDATE,22.250850900,1.3700000e-04,-1.3700000e-04,2.07,1.500e-01,-1.100e-01,2,0.7570,0.0520,-0.0420,0.7820,0.0470,-0.0470
4831728,K02739.01,Kepler-1330 b,CANDIDATE,10.107737890,4.7920000e-05,-4.7920000e-05,1.98,3.300e-01,-3.900e-01,2,1.1740,0.1910,-0.2340,0.9150,0.0650,-0.0380
4831728,K02739.02,,CANDIDATE,7.095639500,1.1890000e-04,-1.1890000e-04,1.20,1.900e-01,-2.400e-01,2,1.1740,0.1910,-0.2340,0.9150,0.0650,-0.0380
6528464,K00270.02,Kepler-449 c,CANDIDATE,33.672806580,9.0370000e-05,-9.0370000e-05,1.86,6.000e-02,-4.000e-02,2,1.4230,0.0470,-0.0260,0.9110,0.0550,-0.0260
7202957,K02687.01,,CANDIDATE,1.716828304,9.4080000e-06,-9.4080000e-06,0.74,1.200e-01,-3.000e-02,2,0.9020,0.1380,-0.0460,0.9870,0.0490,-0.0780
5881813,K02744.01,Kepler-1333 b,CANDIDATE,109.646994800,7.0710000e-04,-7.0710000e-04,4.85,7.300e-01,-1.700e+00,2,1.4530,0.2180,-0.5100,0.9320,0.0470,-0.0580
10586004,K00275.01,Kepler-129 b,CANDIDATE,15.791965940,3.5140000e-05,-3.5140000e-05,2.40,1.100e-01,-1.700e-01,2,1.7040,0.0830,-0.1180,1.2510,0.0530,-0.1410
7202957,K02687.02,Kepler-1869 b,CANDIDATE,8.167338510,6.0200000e-05,-6.0200000e-05,1.03,1.500e-01,-6.000e-02,2,0.9020,0.1380,-0.0460,0.9870,0.0490,-0.0780
6521045,K00041.01,Kepler-100 c,CANDIDATE,12.815904210,1.9450000e-05,-1.9450000e-05,2.26,1.500e-01,-1.200e-01,3,1.4740,0.0940,-0.0790,1.0500,0.1260,-0.0680
9962455,K02748.01,Kepler-1336 b,CANDIDATE,23.198585200,2.2640000e-04,-2.2640000e-04,2.61,5.100e-01,-5.100e-01,2,1.7560,0.3440,-0.3440,1.0040,0.1310,-0.0810
9962455,K02748.02,Kepler-1336 c,CANDIDATE,5.777212590,2.8020000e-05,-2.8020000e-05,2.17,4.200e-01,-4.300e-01,2,1.7560,0.3440,-0.3440,1.0040,0.1310,-0.0810
6436029,K02828.01,Kepler-1359 b,CANDIDATE,59.496900900,4.8850000e-04,-4.8850000e-04,2.92,2.400e-01,-3.000e-01,2,0.8330,0.0680,-0.0840,0.8000,0.0560,-0.0510
9451706,K00271.01,Kepler-127 d,CANDIDATE,48.630380500,1.6190000e-04,-1.6190000e-04,2.48,6.000e-02,-6.000e-02,3,1.3520,0.0360,-0.0300,1.2250,0.0550,-0.0400
6716545,K02906.01,Kepler-1383 b,CANDIDATE,13.909354400,1.6610000e-04,-1.6610000e-04,1.33,2.400e-01,-2.300e-01,3,1.4240,0.2630,-0.2370,1.1280,0.1110,-0.0830
5185897,K02693.01,Kepler-398 b,CANDIDATE,4.081411554,8.9000000e-06,-8.9000000e-06,1.00,7.000e-02,-3.000e-02,3,0.6350,0.0450,-0.0190,0.6980,0.0280,-0.0420
5185897,K02693.02,Kepler-398 c,CANDIDATE,11.419419280,4.9650000e-05,-4.9650000e-05,0.99,7.000e-02,-3.000e-02,3,0.6350,0.0450,-0.0190,0.6980,0.0280,-0.0420
5185897,K02693.03,Kepler-398 d,CANDIDATE,6.834406740,1.9240000e-05,-1.9240000e-05,1.01,7.000e-02,-3.000e-02,3,0.6350,0.0450,-0.0190,0.6980,0.0280,-0.0420
6716545,K02906.02,,CANDIDATE,145.881936000,5.1530000e-03,-5.1530000e-03,1.80,3.300e-01,-3.000e-01,3,1.4240,0.2630,-0.2370,1.1280,0.1110,-0.0830
10586004,K00275.02,Kepler-129 c,CANDIDATE,82.200123900,3.9690000e-04,-3.9690000e-04,2.57,1.300e-01,-1.800e-01,2,1.7040,0.0830,-0.1180,1.2510,0.0530,-0.1410
9475552,K02694.01,Kepler-1315 b,CANDIDATE,0.843379985,8.5300000e-07,-8.5300000e-07,1.70,1.700e-01,-1.800e-01,2,0.8560,0.0890,-0.0890,0.8090,0.0470,-0.0420
9475552,K02694.02,Kepler-1315 c,CANDIDATE,6.566069410,1.9440000e-05,-1.9440000e-05,1.83,1.800e-01,-1.900e-01,2,0.8560,0.0890,-0.0890,0.8090,0.0470,-0.0420
8292840,K00260.01,Kepler-126 b,CANDIDATE,10.495663030,2.6610000e-05,-2.6610000e-05,1.34,8.000e-02,-5.000e-02,3,1.2970,0.0740,-0.0540,1.0590,0.0870,-0.0470
11071200,K02696.01,,CANDIDATE,96.456219800,4.2260000e-04,-4.2260000e-04,9.10,1.630e+00,-3.030e+00,2,2.7040,0.4850,-0.9010,1.7040,0.1740,-0.3490
11071200,K02696.02,,CANDIDATE,44.564383100,3.5010000e-04,-3.5010000e-04,5.80,1.040e+00,-1.930e+00,2,2.7040,0.4850,-0.9010,1.7040,0.1740,-0.3490
6964929,K02756.01,Kepler-1340 b,CANDIDATE,0.665025941,1.5340000e-06,-1.5340000e-06,1.11,1.800e-01,-8.000e-02,2,1.0700,0.1660,-0.0830,1.0700,0.0640,-0.0700
6607357,K02838.01,Kepler-1365 b,CANDIDATE,7.699944660,4.9180000e-05,-4.9180000e-05,0.92,1.400e-01,-1.400e-01,2,1.1040,0.1640,-0.1640,0.9460,0.0790,-0.0570
6607357,K02838.02,Kepler-1365 c,CANDIDATE,4.774660430,4.2010000e-05,-4.2010000e-05,0.81,1.200e-01,-1.200e-01,2,1.1040,0.1640,-0.1640,0.9460,0.0790,-0.0570
9451706,K00271.02,Kepler-127 c,CANDIDATE,29.393371610,7.2090000e-05,-7.2090000e-05,2.50,7.000e-02,-5.000e-02,3,1.3520,0.0360,-0.0300,1.2250,0.0550,-0.0400
3642289,K00301.01,Kepler-135 b,CANDIDATE,6.002548291,9.7010000e-06,-9.7010000e-06,2.33,3.800e-01,-2.900e-01,2,1.3600,0.2280,-0.1660,1.2570,0.0870,-0.0970
3642289,K00301.02,Kepler-135 c,CANDIDATE,11.448658230,8.1660000e-05,-8.1660000e-05,1.32,2.200e-01,-1.600e-01,2,1.3600,0.2280,-0.1660,1.2570,0.0870,-0.0970
3662838,K00302.01,Kepler-516 b,CANDIDATE,24.854665040,5.6370000e-05,-5.6370000e-05,7.61,1.380e+00,-2.560e+00,2,2.5270,0.4580,-0.8510,1.7000,0.1490,-0.3490
6029239,K00304.01,Kepler-518 b,CANDIDATE,8.512037736,6.4750000e-06,-6.4750000e-06,2.14,3.000e-01,-1.100e-01,2,0.8810,0.1230,-0.0440,0.9790,0.0480,-0.0890
9020114,K03088.01,Kepler-1901 b,CANDIDATE,3.484128740,1.4830000e-05,-1.4830000e-05,1.16,1.700e-01,-5.000e-02,2,0.9210,0.1360,-0.0430,1.0220,0.0470,-0.0670
6196457,K00285.01,Kepler-92 b,CANDIDATE,13.748830590,1.2950000e-05,-1.2950000e-05,3.63,2.600e-01,-1.800e-01,3,1.6700,0.1180,-0.0820,1.1420,0.1600,-0.0530
6029239,K00304.02,,CANDIDATE,5.518195000,6.6570000e-03,-6.6570000e-03,0.46,6.000e-02,-2.000e-02,2,0.8810,0.1230,-0.0440,0.9790,0.0480,-0.0890
6289257,K00307.01,Kepler-520 b,CANDIDATE,19.674097030,6.2400000e-05,-6.2400000e-05,1.78,2.900e-01,-1.500e-01,2,1.0310,0.1680,-0.0840,1.0270,0.0750,-0.0680
10905239,K00046.01,Kepler-101 b,CANDIDATE,3.487688776,1.1050000e-06,-1.1050000e-06,5.64,8.300e-01,-1.350e+00,2,1.5930,0.2350,-0.3820,1.0740,0.1080,-0.0970
11623629,K00365.01,Kepler-538 b,CANDIDATE,81.737872000,1.0240000e-04,-1.0240000e-04,2.16,2.500e-01,-1.500e-01,2,0.8730,0.1000,-0.0590,0.8820,0.0550,-0.0550
7175184,K00369.01,Kepler-144 b,CANDIDATE,5.885273640,1.4740000e-05,-1.4740000e-05,1.59,2.900e-01,-3.100e-01,2,1.4310,0.2600,-0.2850,1.0720,0.1130,-0.0920
5088536,K00282.02,Kepler-130 b,CANDIDATE,8.457448920,2.8310000e-05,-2.8310000e-05,1.02,5.000e-02,-4.000e-02,3,1.1370,0.0500,-0.0460,0.9500,0.0680,-0.0610
6609270,K03090.01,Kepler-1902 b,CANDIDATE,3.822233970,2.2310000e-05,-2.2310000e-05,1.05,6.000e-02,-7.000e-02,2,0.5140,0.0290,-0.0370,0.5200,0.0370,-0.0300
12406807,K03091.01,Kepler-1903 b,CANDIDATE,17.067644000,2.0880000e-04,-2.0880000e-04,1.62,5.300e-01,-1.700e-01,2,0.9960,0.3190,-0.1060,1.0530,0.1460,-0.1460
6289257,K00307.02,Kepler-520 c,CANDIDATE,5.211045970,1.3660000e-05,-1.3660000e-05,1.18,1.900e-01,-1.000e-01,2,1.0310,0.1680,-0.0840,1.0270,0.0750,-0.0680
7050989,K00312.01,Kepler-136 b,CANDIDATE,11.578909260,1.7930000e-05,-1.7930000e-05,2.06,3.600e-01,-2.700e-01,2,1.3030,0.2290,-0.1710,1.1930,0.0860,-0.0970
7175184,K00369.02,Kepler-144 c,CANDIDATE,10.104631420,3.5720000e-05,-3.5720000e-05,1.59,2.900e-01,-3.200e-01,2,1.4310,0.2600,-0.2850,1.0720,0.1130,-0.0920
8494142,K00370.01,Kepler-145 c,CANDIDATE,42.882479510,8.0660000e-05,-8.0660000e-05,3.61,2.500e-01,-1.600e-01,2,1.7630,0.1190,-0.0820,1.2400,0.1280,-0.0640
8494142,K00370.02,Kepler-145 b,CANDIDATE,22.950622780,9.9270000e-05,-9.9270000e-05,2.17,1.500e-01,-1.000e-01,2,1.7630,0.1190,-0.0820,1.2400,0.1280,-0.0640
8709688,K03019.01,Kepler-1893 b,CANDIDATE,4.179390370,2.8770000e-05,-2.8770000e-05,1.52,2.400e-01,-2.300e-01,2,1.1620,0.1790,-0.1790,0.9730,0.0680,-0.0560
11618601,K03022.01,Kepler-1894 b,CANDIDATE,2.762637370,1.6240000e-05,-1.6240000e-05,1.25,3.800e-01,-1.200e-01,2,0.9010,0.2750,-0.0860,0.9990,0.1140,-0.1250
7582689,K03097.01,Kepler-431 d,CANDIDATE,11.921603500,1.1780000e-04,-1.1780000e-04,0.87,1.500e-01,-6.000e-02,3,1.0820,0.1780,-0.0760,1.0810,0.0780,-0.0700
7582689,K03097.02,Kepler-431 b,CANDIDATE,6.802579470,6.0990000e-05,-6.0990000e-05,0.73,1.200e-01,-5.000e-02,3,1.0820,0.1780,-0.0760,1.0810,0.0780,-0.0700
7582689,K03097.03,Kepler-431 c,CANDIDATE,8.703121540,8.4900000e-05,-8.4900000e-05,0.72,1.100e-01,-5.000e-02,3,1.0820,0.1780,-0.0760,1.0810,0.0780,-0.0700
6196457,K00285.02,Kepler-92 c,CANDIDATE,26.723169000,7.8830000e-05,-7.8830000e-05,2.31,1.700e-01,-1.100e-01,3,1.6700,0.1180,-0.0820,1.1420,0.1600,-0.0530
7050989,K00312.02,Kepler-136 c,CANDIDATE,16.399264610,3.3730000e-05,-3.3730000e-05,1.94,3.400e-01,-2.600e-01,2,1.3030,0.2290,-0.1710,1.1930,0.0860,-0.0970
7419318,K00313.01,Kepler-137 c,CANDIDATE,18.735771270,2.2110000e-05,-2.2110000e-05,2.10,1.400e-01,-1.200e-01,2,0.7950,0.0530,-0.0430,0.8140,0.0460,-0.0460
7419318,K00313.02,Kepler-137 b,CANDIDATE,8.436398290,1.0860000e-05,-1.0860000e-05,1.50,1.000e-01,-8.000e-02,2,0.7950,0.0530,-0.0430,0.8140,0.0460,-0.0460
7603200,K00314.01,Kepler-138 c,CANDIDATE,13.781094710,1.0270000e-05,-1.0270000e-05,1.42,9.000e-02,-1.300e-01,3,0.5030,0.0320,-0.0480,0.5050,0.0360,-0.0400
7603200,K00314.02,Kepler-138 d,CANDIDATE,23.089022410,2.4140000e-05,-2.4140000e-05,1.24,8.000e-02,-1.200e-01,3,0.5030,0.0320,-0.0480,0.5050,0.0360,-0.0400
10905239,K00046.02,Kepler-101 c,CANDIDATE,6.029772410,6.2640000e-05,-6.2640000e-05,1.18,1.700e-01,-2.900e-01,2,1.5930,0.2350,-0.3820,1.0740,0.1080,-0.0970
3323887,K00377.01,Kepler-9 b,CANDIDATE,19.270825843,4.1820000e-06,-4.1820000e-06,7.74,1.200e+00,-4.200e-01,3,0.9560,0.1470,-0.0530,1.0340,0.0580,-0.0800
11618601,K03022.02,,CANDIDATE,5.053689850,5.0760000e-05,-5.0760000e-05,1.21,3.700e-01,-1.100e-01,2,0.9010,0.2750,-0.0860,0.9990,0.1140,-0.1250
5088536,K00282.03,Kepler-130 d,CANDIDATE,87.517778700,6.6570000e-04,-6.6570000e-04,1.85,8.000e-02,-7.000e-02,3,1.1370,0.0500,-0.0460,0.9500,0.0680,-0.0610
7603200,K00314.03,Kepler-138 b,CANDIDATE,10.312822040,3.0110000e-05,-3.0110000e-05,0.59,4.000e-02,-6.000e-02,3,0.5030,0.0320,-0.0480,0.5050,0.0360,-0.0400
8008067,K00316.01,Kepler-139 b,CANDIDATE,15.771110670,1.6410000e-05,-1.6410000e-05,2.62,4.000e-01,-3.100e-01,3,1.1430,0.1740,-0.1390,1.0250,0.0630,-0.0630
8008067,K00316.02,Kepler-139 c,CANDIDATE,157.065997600,6.4680000e-04,-6.4680000e-04,2.63,4.100e-01,-3.200e-01,3,1.1430,0.1740,-0.1390,1.0250,0.0630,-0.0630
8008067,K00316.03,,CANDIDATE,7.305706326,8.1910000e-06,-8.1910000e-06,2.11,3.300e-01,-2.500e-01,3,1.1430,0.1740,-0.1390,1.0250,0.0630,-0.0630
3323887,K00377.02,Kepler-9 c,CANDIDATE,38.907875170,1.3580000e-05,-1.3580000e-05,7.98,1.530e+00,-4.200e-01,3,0.9560,0.1840,-0.0500,1.0340,0.0590,-0.0770
3323887,K00377.03,Kepler-9 d,CANDIDATE,1.592959750,2.2940000e-06,-2.2940000e-06,1.48,2.900e-01,-7.000e-02,3,0.9560,0.1840,-0.0500,1.0340,0.0590,-0.0770
2446113,K00379.02,,CANDIDATE,23.137591900,2.1730000e-04,-2.1730000e-04,1.83,3.200e-01,-4.000e-01,2,1.6830,0.3000,-0.3670,1.2850,0.1060,-0.1720
5903749,K03029.01,,CANDIDATE,18.976328600,1.5000000e-04,-1.5000000e-04,2.24,2.700e-01,-2.800e-01,2,0.9860,0.1200,-0.1200,0.8610,0.0590,-0.0340
5903749,K03029.02,,CANDIDATE,6.347247020,6.7710000e-05,-6.7710000e-05,1.35,1.600e-01,-1.600e-01,2,0.9860,0.1200,-0.1200,0.8610,0.0590,-0.0340
8581240,K03111.01,,CANDIDATE,10.768000740,8.2530000e-05,-8.2530000e-05,0.92,1.300e-01,-1.200e-01,2,1.0960,0.1600,-0.1440,0.9540,0.0740,-0.0610
8581240,K03111.02,,CANDIDATE,4.328483030,4.0920000e-05,-4.0920000e-05,0.66,1.000e-01,-9.000e-02,2,1.0960,0.1600,-0.1440,0.9540,0.0740,-0.0610
6196457,K00285.03,Kepler-92 d,CANDIDATE,49.356790700,3.5640000e-04,-3.5640000e-04,1.91,1.300e-01,-1.000e-01,3,1.6700,0.1180,-0.0820,1.1420,0.1600,-0.0530
8121310,K00317.01,Kepler-521 b,CANDIDATE,22.208095490,4.1410000e-05,-4.1410000e-05,3.02,5.300e-01,-2.800e-01,2,1.4030,0.2450,-0.1320,1.3240,0.0920,-0.0840
8753657,K00321.01,Kepler-406 b,CANDIDATE,2.426304127,2.3980000e-06,-2.3980000e-06,1.41,2.100e-01,-8.000e-02,2,0.9700,0.1500,-0.0530,1.0430,0.0440,-0.0760
8554498,K00005.01,,CANDIDATE,4.780327581,8.5200000e-07,-8.5200000e-07,7.14,5.200e-01,-3.100e-01,2,1.7870,0.1320,-0.0760,1.1970,0.1500,-0.0530
3942670,K00392.01,Kepler-147 c,CANDIDATE,33.416055300,3.1020000e-04,-3.1020000e-04,2.98,5.500e-01,-5.500e-01,2,1.4200,0.2630,-0.2630,1.1080,0.1110,-0.0830
3942670,K00392.02,Kepler-147 b,CANDIDATE,12.611968500,2.9830000e-04,-2.9830000e-04,1.33,2.400e-01,-2.500e-01,2,1.4200,0.2630,-0.2630,1.1080,0.1110,-0.0830
8753657,K00321.02,Kepler-406 c,CANDIDATE,4.623344910,1.6910000e-05,-1.6910000e-05,0.77,1.200e-01,-5.000e-02,2,0.9700,0.1500,-0.0530,1.0430,0.0440,-0.0760
5695396,K00283.01,Kepler-131 b,CANDIDATE,16.091963690,1.7250000e-05,-1.7250000e-05,2.13,3.100e-01,-2.100e-01,3,1.0160,0.1480,-0.0980,0.9780,0.0680,-0.0620
9881662,K00327.01,Kepler-140 b,CANDIDATE,3.254277742,5.2230000e-06,-5.2230000e-06,1.38,2.200e-01,-1.200e-01,2,1.0890,0.1740,-0.0940,1.0920,0.0770,-0.0770
9881662,K00327.02,Kepler-140 c,CANDIDATE,91.351481600,7.6330000e-04,-7.6330000e-04,1.57,2.500e-01,-1.400e-01,2,1.0890,0.1740,-0.0940,1.0920,0.0770,-0.0770
3656121,K00386.01,Kepler-146 b,CANDIDATE,31.158824900,5.7300000e-05,-5.7300000e-05,3.56,5.700e-01,-4.600e-01,2,1.1550,0.1840,-0.1510,1.0150,0.0880,-0.0660
3656121,K00386.02,Kepler-146 c,CANDIDATE,76.732455600,3.4030000e-04,-3.4030000e-04,3.08,4.900e-01,-4.000e-01,2,1.1550,0.1840,-0.1510,1.0150,0.0880,-0.0660
9834731,K03043.01,,CANDIDATE,3.089428070,3.3490000e-05,-3.3490000e-05,1.07,1.700e-01,-6.000e-02,2,1.1030,0.1750,-0.0620,1.1650,0.0660,-0.0910
11361646,K00330.01,Kepler-524 b,CANDIDATE,7.974205830,2.1740000e-05,-2.1740000e-05,1.85,2.800e-01,-2.000e-01,2,1.0810,0.1680,-0.1120,1.0360,0.0750,-0.0750
11361646,K00330.02,Kepler-524 c,CANDIDATE,1.888990360,1.0710000e-05,-1.0710000e-05,0.83,1.300e-01,-9.000e-02,2,1.0810,0.1680,-0.1120,1.0360,0.0750,-0.0750
10285631,K00331.01,Kepler-525 b,CANDIDATE,18.684057160,5.6870000e-05,-5.6870000e-05,3.64,5.700e-01,-8.600e-01,2,1.6140,0.2540,-0.3810,1.0380,0.0950,-0.0950
5695396,K00283.02,Kepler-131 c,CANDIDATE,25.517274400,3.5930000e-04,-3.5930000e-04,0.83,1.200e-01,-8.000e-02,3,1.0160,0.1480,-0.0980,0.9780,0.0680,-0.0620
10252275,K03130.01,Kepler-1907 c,CANDIDATE,14.863849600,1.1550000e-04,-1.1550000e-04,2.90,3.100e-01,-3.200e-01,2,0.8000,0.0880,-0.0880,0.7520,0.1060,-0.0570
10252275,K03130.02,Kepler-1907 b,CANDIDATE,5.652457330,3.2050000e-05,-3.2050000e-05,1.05,1.200e-01,-1.100e-01,2,0.8000,0.0880,-0.0880,0.7520,0.1060,-0.0570
10290666,K00332.01,Kepler-526 b,CANDIDATE,5.458499140,9.1010000e-06,-9.1010000e-06,1.91,2.900e-01,-1.300e-01,2,1.1350,0.1750,-0.0750,1.1720,0.0570,-0.0710
12314973,K00279.02,Kepler-450 c,CANDIDATE,15.413081200,4.6840000e-05,-4.6840000e-05,2.59,1.500e-01,-1.800e-01,3,1.5730,0.0890,-0.1110,1.3050,0.0530,-0.0930
4770174,K02971.01,,CANDIDATE,6.095956810,6.1310000e-05,-6.1310000e-05,1.26,2.300e-01,-1.600e-01,2,1.4670,0.2590,-0.1880,1.3250,0.1010,-0.0920
8949925,K02972.01,,CANDIDATE,13.251121400,2.0200000e-04,-2.0200000e-04,1.98,3.200e-01,-2.600e-01,2,1.2170,0.1990,-0.1630,1.0720,0.0700,-0.0780
9959492,K03051.01,,CANDIDATE,11.682369000,1.6200000e-04,-1.6200000e-04,1.45,5.800e-01,-1.100e-01,2,0.8890,0.3520,-0.0720,0.9710,0.1000,-0.1200
8827575,K03052.01,,CANDIDATE,10.129562010,9.9480000e-05,-9.9480000e-05,0.78,7.000e-02,-4.000e-02,2,0.8420,0.0840,-0.0450,0.8740,0.0480,-0.0540
8827575,K03052.02,,CANDIDATE,15.611223800,1.2750000e-04,-1.2750000e-04,0.91,9.000e-02,-5.000e-02,2,0.8420,0.0840,-0.0450,0.8740,0.0480,-0.0540
2716801,K03053.01,Kepler-1419 b,CANDIDATE,42.521700600,5.9420000e-04,-5.9420000e-04,2.45,7.500e-01,-2.500e-01,2,0.9140,0.2810,-0.0940,1.0060,0.1230,-0.1230
10545066,K00337.01,Kepler-528 b,CANDIDATE,19.783025900,6.6140000e-05,-6.6140000e-05,2.10,3.200e-01,-2.800e-01,2,1.0990,0.1640,-0.1480,0.9530,0.0790,-0.0570
10552611,K00338.01,Kepler-141 c,CANDIDATE,7.010632400,1.3620000e-05,-1.3620000e-05,1.50,8.000e-02,-7.000e-02,2,0.7820,0.0430,-0.0350,0.8240,0.0340,-0.0410
10552611,K00338.02,Kepler-141 b,CANDIDATE,3.107626840,1.5370000e-05,-1.5370000e-05,0.73,4.000e-02,-3.000e-02,2,0.7820,0.0430,-0.0350,0.8240,0.0340,-0.0410
10587105,K00339.01,Kepler-529 b,CANDIDATE,1.980356674,2.3220000e-06,-2.3220000e-06,2.10,3.500e-01,-3.100e-01,3,1.1890,0.1970,-0.1780,1.0050,0.0910,-0.0630
10587105,K00339.02,Kepler-529 c,CANDIDATE,12.834477100,3.9950000e-05,-3.9950000e-05,2.55,4.200e-01,-3.800e-01,3,1.1890,0.1970,-0.1780,1.0050,0.0910,-0.0630
11090556,K02977.01,Kepler-1398 b,CANDIDATE,2.788179300,1.8520000e-05,-1.8520000e-05,1.02,1.800e-01,-2.000e-01,2,1.3850,0.2320,-0.2830,1.0290,0.0900,-0.0730
11090556,K02977.02,Kepler-1398 c,CANDIDATE,4.138276840,2.5960000e-05,-2.5960000e-05,1.13,1.900e-01,-2.300e-01,2,1.3850,0.2320,-0.2830,1.0290,0.0900,-0.0730
3234843,K03057.01,Kepler-405 c,CANDIDATE,29.727220000,2.0160000e-04,-2.0160000e-04,3.02,9.100e-01,-2.900e-01,2,0.8770,0.2640,-0.0830,0.9730,0.1110,-0.1220
6021275,K00284.01,Kepler-132 d,CANDIDATE,18.010199560,4.3740000e-05,-4.3740000e-05,1.93,2.700e-01,-3.100e-01,4,1.1010,0.1570,-0.1730,0.9290,0.0660,-0.0660
3234843,K03057.02,Kepler-405 b,CANDIDATE,10.613687120,6.1920000e-05,-6.1920000e-05,2.06,6.300e-01,-1.900e-01,2,0.8770,0.2640,-0.0830,0.9730,0.1110,-0.1220
1717722,K03145.01,,CANDIDATE,4.537021210,2.4980000e-05,-2.4980000e-05,1.66,1.900e-01,-1.100e-01,2,0.6880,0.0790,-0.0450,0.7690,0.0530,-0.0790
1717722,K03145.02,,CANDIDATE,0.977311489,4.6310000e-06,-4.6310000e-06,1.06,1.200e-01,-7.000e-02,2,0.6880,0.0790,-0.0450,0.7690,0.0530,-0.0790
10878263,K00341.01,Kepler-414 c,CANDIDATE,7.170710381,7.0600000e-06,-7.0600000e-06,2.73,3.200e-01,-2.600e-01,2,0.9410,0.1100,-0.0900,0.8840,0.0660,-0.0440
10878263,K00341.02,Kepler-414 b,CANDIDATE,4.699652821,8.4770000e-06,-8.4770000e-06,1.74,2.000e-01,-1.700e-01,2,0.9410,0.1100,-0.0900,0.8840,0.0660,-0.0440
10982872,K00343.01,Kepler-142 c,CANDIDATE,4.761705895,3.4990000e-06,-3.4990000e-06,2.75,4.400e-01,-4.800e-01,3,1.2250,0.1940,-0.2130,1.0040,0.0860,-0.0700
10982872,K00343.02,Kepler-142 b,CANDIDATE,2.024143568,2.0590000e-06,-2.0590000e-06,1.94,3.100e-01,-3.400e-01,3,1.2250,0.1940,-0.2130,1.0040,0.0860,-0.0700
4857058,K03061.01,,CANDIDATE,7.328519470,2.3110000e-05,-2.3110000e-05,2.33,1.300e-01,-1.800e-01,2,0.8740,0.0480,-0.0690,0.8120,0.0580,-0.0290
10386922,K00289.01,Kepler-511 c,CANDIDATE,26.629419530,4.5920000e-05,-4.5920000e-05,3.13,4.900e-01,-6.600e-01,2,1.4170,0.2190,-0.3010,0.9580,0.0830,-0.0750
10386922,K00289.02,Kepler-511 b,CANDIDATE,296.637581700,4.0510000e-04,-4.0510000e-04,7.56,1.170e+00,-1.600e+00,2,1.4170,0.2190,-0.3010,0.9580,0.0830,-0.0750
10982872,K00343.03,Kepler-142 d,CANDIDATE,41.808503100,2.9390000e-04,-2.9390000e-04,1.67,2.700e-01,-2.900e-01,3,1.2250,0.1940,-0.2130,1.0040,0.0860,-0.0700
9230021,K03429.04,,CANDIDATE,44.433726000,1.0180000e-03,-1.0180000e-03,1.85,2.900e-01,-2.900e-01,4,1.1450,0.1780,-0.1780,0.9500,0.0700,-0.0520
6021275,K00284.02,Kepler-132 c,CANDIDATE,6.414912770,1.2590000e-05,-1.2590000e-05,1.40,2.000e-01,-2.200e-01,4,1.1010,0.1570,-0.1730,0.9290,0.0660,-0.0660
3230805,K03068.01,,CANDIDATE,3.916795530,2.6020000e-05,-2.6020000e-05,0.85,9.000e-02,-7.000e-02,2,0.6860,0.0740,-0.0490,0.7590,0.0540,-0.0880
