# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri May 12 10:17:15 2023
#
# User preference: *
#
# CONSTRAINT:  where (sy_pnum >= 2
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,disc_facility,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
Kepler-239 c,Kepler-239,0,1,2,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,56.22796970,0.00030340,-0.00030340,0,2.280,0.120,-0.090,0,,,,,,,,,,,,,
Kepler-239 c,Kepler-239,0,1,2,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,56.22796970,0.00030340,-0.00030340,0,2.190,0.260,-0.160,0,,,,,,,,,,0.000000,,,0
Kepler-239 c,Kepler-239,0,1,2,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,56.22809598,0.00000599,-0.00000599,0,,,,,,,,,,,,,,,,,
Kepler-24 b,Kepler-24,0,1,4,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,3.069,0.268,-0.658,0,,,,,,,,,,,,,
Kepler-24 b,Kepler-24,0,1,4,Kepler,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,8.14500000,,,0,2.020,0.750,-0.300,0,33.30000,10.80000,-8.10000,0,33.30000,10.80000,-8.10000,0,Mass,,,,
Kepler-24 b,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,8.14511872,0.00004028,-0.00004028,0,3.110,1.150,-0.460,0,,,,,,,,,,0.000000,,,0
Kepler-24 b,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,8.14503500,0.00006300,-0.00006300,0,2.800,1.900,-1.900,0,,,,,,,,,,0.000000,,,0
Kepler-24 b,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,8.14511872,0.00004028,-0.00004028,0,3.110,1.150,-0.460,0,,,,,,,,,,0.000000,,,0
Kepler-24 b,Kepler-24,0,1,4,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,8.14518217,0.00000611,-0.00000611,0,,,,,,,,,,,,,,,,,
Kepler-24 b,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,8.14515981,0.00004380,-0.00004380,0,3.430,0.500,-0.700,0,,,,,,,,,,0.000000,,,0
Kepler-24 b,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,8.14515981,0.00004380,-0.00004380,0,,,,0,,,,,,,,,,,,,0
Kepler-24 b,Kepler-24,1,1,4,Kepler,<a refstr=FORD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..113F/abstract target=ref> Ford et al. 2012 </a>,8.14530000,,,0,2.400,,,0,508.50000,,,1,508.50000,,,1,Mass,,,,
Kepler-24 b,Kepler-24,0,1,4,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,8.14511872,0.00004028,-0.00004028,0,3.210,0.480,-0.760,0,,,,,,,,,,,,,
Kepler-24 b,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,8.14511872,0.00004028,-0.00004028,0,3.110,1.150,-0.460,0,,,,,,,,,,0.000000,,,0
Kepler-24 c,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,12.33354000,0.00011000,-0.00011000,0,2.900,1.900,-1.900,0,,,,,,,,,,0.000000,,,0
Kepler-24 c,Kepler-24,0,1,4,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.33340885,0.00006674,-0.00006674,0,4.840,50.520,-1.300,0,,,,,,,,,,,,,
Kepler-24 c,Kepler-24,0,1,4,Kepler,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,12.33300000,,,0,2.360,0.870,-0.350,0,33.60000,13.00000,-9.50000,0,33.60000,13.00000,-9.50000,0,Mass,,,,
Kepler-24 c,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,12.33343853,0.00007767,-0.00007767,0,4.120,0.610,-0.840,0,,,,,,,,,,0.000000,,,0
Kepler-24 c,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,12.33340885,0.00006674,-0.00006674,0,4.750,1.760,-0.690,0,,,,,,,,,,0.000000,,,0
Kepler-24 c,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,12.33340885,0.00006674,-0.00006674,0,4.750,1.760,-0.690,0,,,,,,,,,,0.000000,,,0
Kepler-24 c,Kepler-24,1,1,4,Kepler,<a refstr=FORD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...750..113F/abstract target=ref> Ford et al. 2012 </a>,12.33350000,,,0,2.800,,,0,508.50000,,,1,508.50000,,,1,Mass,,,,
Kepler-24 c,Kepler-24,0,1,4,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,3.689,693.889,-0.659,0,,,,,,,,,,,,,
Kepler-24 c,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,12.33343853,0.00007767,-0.00007767,0,,,,0,,,,,,,,,,,,,0
Kepler-24 c,Kepler-24,0,1,4,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,12.33346255,0.00001017,-0.00001017,0,,,,,,,,,,,,,,,,,
Kepler-24 c,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,12.33340885,0.00006674,-0.00006674,0,4.750,1.760,-0.690,0,,,,,,,,,,0.000000,,,0
Kepler-24 d,Kepler-24,0,1,4,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,1.850,0.102,-0.405,0,,,,,,,,,,,,,
Kepler-24 d,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,4.24439049,0.00002717,-0.00002717,0,2.070,0.300,-0.420,0,,,,,,,,,,0.000000,,,0
Kepler-24 d,Kepler-24,1,1,4,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.24438400,0.00005300,-0.00005300,0,1.670,0.390,-0.390,0,,,,,,,,,,,,,
Kepler-24 d,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,4.24437621,0.00002426,-0.00002426,0,1.610,0.590,-0.240,0,,,,,,,,,,0.000000,,,0
Kepler-24 d,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,4.24439049,0.00002717,-0.00002717,0,,,,0,,,,,,,,,,,,,0
Kepler-24 d,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,4.24437621,0.00002426,-0.00002426,0,1.610,0.590,-0.240,0,,,,,,,,,,0.000000,,,0
Kepler-24 d,Kepler-24,0,1,4,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.24437621,0.00002426,-0.00002426,0,1.720,0.230,-0.230,0,,,,,,,,,,,,,
Kepler-24 d,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,4.24436300,0.00006400,-0.00006400,0,1.700,1.100,-1.100,0,,,,,,,,,,0.000000,,,0
Kepler-24 d,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,4.24437621,0.00002426,-0.00002426,0,1.610,0.590,-0.240,0,,,,,,,,,,0.000000,,,0
Kepler-24 e,Kepler-24,0,1,4,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,38.671,8872.156,-840.815,0,,,,,,,,,,,,,
Kepler-24 e,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,18.99850923,0.00009537,-0.00009537,0,2.360,0.870,-0.350,0,,,,,,,,,,0.000000,,,0
Kepler-24 e,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,18.99852790,0.00017990,-0.00017990,0,43.170,6.370,-8.740,0,,,,,,,,,,0.000000,,,0
Kepler-24 e,Kepler-24,0,1,4,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,18.99850923,0.00009537,-0.00009537,0,2.440,0.340,-0.290,0,,,,,,,,,,,,,
Kepler-24 e,Kepler-24,1,1,4,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,18.99835500,0.00015700,-0.00015700,0,2.780,0.640,-0.640,0,,,,,,,,,,,,,
Kepler-24 e,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,18.99852790,0.00017990,-0.00017990,0,,,,0,,,,,,,,,,,,,0
Kepler-24 e,Kepler-24,0,1,4,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,18.99815959,0.00001225,-0.00001225,0,,,,,,,,,,,,,,,,,
Kepler-24 e,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,18.99850923,0.00009537,-0.00009537,0,2.360,0.870,-0.350,0,,,,,,,,,,0.000000,,,0
Kepler-24 e,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,18.99850923,0.00009537,-0.00009537,0,2.360,0.870,-0.350,0,,,,,,,,,,0.000000,,,0
Kepler-24 e,Kepler-24,0,1,4,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,18.99835000,0.00024000,-0.00024000,0,3.000,2.000,-2.000,0,,,,,,,,,,0.000000,,,0
Kepler-240 b,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,4.14451656,0.00001440,-0.00001440,0,1.480,0.050,-0.090,0,,,,,,,,,,0.000000,,,0
Kepler-240 b,Kepler-240,0,1,2,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,4.14449219,0.00001825,-0.00001825,0,,,,,,,,,,,,,,,,,
Kepler-240 b,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,4.14451656,0.00001440,-0.00001440,0,,,,0,,,,,,,,,,,,,0
Kepler-240 b,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,4.14453800,0.00005000,-0.00005000,0,1.280,0.160,-0.160,0,,,,,,,,,,0.000000,,,0
Kepler-240 b,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,4.14451776,0.00001336,-0.00001336,0,1.540,0.170,-0.110,0,,,,,,,,,,0.000000,,,0
Kepler-240 b,Kepler-240,1,1,2,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,4.14449500,0.00002600,-0.00002600,0,1.370,0.560,-0.560,0,,,,,,,,,,,,,
Kepler-240 b,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,4.14451776,0.00001336,-0.00001336,0,1.540,0.170,-0.110,0,,,,,,,,,,0.000000,,,0
Kepler-240 b,Kepler-240,0,1,2,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.14451776,0.00001336,-0.00001336,0,1.460,0.080,-0.090,0,,,,,,,,,,,,,
Kepler-240 b,Kepler-240,0,1,2,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,1.447,0.109,-0.085,0,,,,,,,,,,,,,
Kepler-240 b,Kepler-240,0,1,2,Kepler,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,4.14500000,,,0,,,,,,,,,,,,,,,,,
Kepler-240 b,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,4.14451776,0.00001336,-0.00001336,0,1.540,0.170,-0.110,0,,,,,,,,,,0.000000,,,0
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=HADDEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...787...80H/abstract target=ref> Hadden et al. 2014 </a>,7.95400000,,,0,2.280,0.260,-0.170,0,102.30000,43.30000,-39.40000,0,102.30000,43.30000,-39.40000,0,Mass,,,,
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,7.95355800,0.00006500,-0.00006500,0,1.990,0.240,-0.240,0,,,,,,,,,,0.000000,,,0
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,7.95355717,0.00001720,-0.00001720,0,2.300,0.260,-0.170,0,,,,,,,,,,0.000000,,,0
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,7.95359329,0.00001341,-0.00001341,0,,,,,,,,,,,,,,,,,
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,7.95354700,0.00001910,-0.00001910,0,,,,0,,,,,,,,,,,,,0
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,7.95355717,0.00001720,-0.00001720,0,2.300,0.260,-0.170,0,,,,,,,,,,0.000000,,,0
Kepler-240 c,Kepler-240,1,1,2,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.95352800,0.00002500,-0.00002500,0,2.200,0.890,-0.890,0,,,,,,,,,,,,,
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,2.195,0.129,-0.129,0,,,,,,,,,,,,,
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,7.95355717,0.00001720,-0.00001720,0,2.300,0.260,-0.170,0,,,,,,,,,,0.000000,,,0
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,7.95353767,0.00000309,-0.00000309,0,,,,,,,,,,,,,,,,,
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,7.95354700,0.00001910,-0.00001910,0,2.250,0.070,-0.140,0,,,,,,,,,,0.000000,,,0
Kepler-240 c,Kepler-240,0,1,2,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.95355717,0.00001720,-0.00001720,0,2.190,0.130,-0.120,0,,,,,,,,,,,,,
Kepler-241 b,Kepler-241,0,1,2,Kepler,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,12.71810317,0.00002413,-0.00002413,0,2.350,0.230,-0.230,0,,,,,,,,,,0.000000,,,0
Kepler-241 b,Kepler-241,0,1,2,Kepler,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,12.71810317,0.00002413,-0.00002413,0,2.350,0.230,-0.230,0,,,,,,,,,,0.000000,,,0
Kepler-241 b,Kepler-241,0,1,2,Kepler,<a refstr=GAJDO_SCARON__ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019RAA....19...41G/abstract target=ref>Gajdo&scaron; et al. 2019</a>,12.71809081,0.00002391,-0.00002391,0,,,,,,,,,,,,,,,,,
Kepler-241 b,Kepler-241,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,12.71809866,0.00002324,-0.00002324,0,,,,0,,,,,,,,,,,,,0
Kepler-241 b,Kepler-241,0,1,2,Kepler,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,12.71810317,0.00002413,-0.00002413,0,2.350,0.230,-0.230,0,,,,,,,,,,0.000000,,,0
Kepler-241 b,Kepler-241,0,1,2,Kepler,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,12.71809866,0.00002324,-0.00002324,0,2.310,0.170,-0.220,0,,,,,,,,,,0.000000,,,0
Kepler-241 b,Kepler-241,0,1,2,Kepler,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,12.71811234,0.00000220,-0.00000220,0,,,,,,,,,,,,,,,,,
Kepler-241 b,Kepler-241,1,1,2,Kepler,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,12.71809200,0.00003500,-0.00003500,0,2.330,1.030,-1.030,0,,,,,,,,,,,,,
Kepler-241 b,Kepler-241,0,1,2,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,12.71807000,0.00007500,-0.00007500,0,2.170,0.390,-0.390,0,,,,,,,,,,0.000000,,,0
Kepler-241 b,Kepler-241,0,1,2,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,12.71810317,0.00002413,-0.00002413,0,2.360,0.140,-0.170,0,,,,,,,,,,,,,
Kepler-241 c,Kepler-241,0,1,2,Kepler,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,36.06587916,0.00009986,-0.00009986,0,2.740,0.160,-0.180,0,,,,,,,,,,,,,
Kepler-241 c,Kepler-241,0,1,2,Kepler,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,36.06595000,0.00027000,-0.00027000,0,2.610,0.470,-0.470,0,,,,,,,,,,0.000000,,,0
