# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar 19 13:12:41 2020
#
# User preference: *
#
# CONSTRAINT:  where (koi_pdisposition like '%CANDIDATE%'
# CONSTRAINT:  and koi_period_str not null
# CONSTRAINT:  and koi_prad_str not null
# CONSTRAINT:  and koi_srad_str not null
# CONSTRAINT:  and koi_smass_str not null)
# CONSTRAINT:  order by kepoi_name asc, koi_period asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
kepid,kepoi_name,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
10663396,K02046.01,CANDIDATE,23.899007500,1.2810000e-04,-1.2810000e-04,3.26,0.57,-8.600e-01,1.9300,0.3400,-0.5100,1.1150,0.1100,-0.1520
11457726,K02047.01,CANDIDATE,6.221611070,2.0490000e-05,-2.0490000e-05,1.59,0.27,-9.000e-02,1.0970,0.1860,-0.0620,1.1480,0.0800,-0.0800
8956206,K02048.01,CANDIDATE,6.179985080,1.5530000e-05,-1.5530000e-05,2.12,0.14,-1.100e-01,0.7910,0.0510,-0.0420,0.8110,0.0460,-0.0410
9649706,K02049.01,CANDIDATE,1.569066598,3.0570000e-06,-3.0570000e-06,1.68,0.28,-3.400e-01,1.3950,0.2280,-0.2790,1.0540,0.0970,-0.0810
6307083,K02050.02,CANDIDATE,3.177964080,1.8680000e-05,-1.8680000e-05,0.74,0.04,-5.000e-02,0.8410,0.0380,-0.0660,0.7930,0.0600,-0.0300
7265298,K02051.01,CANDIDATE,25.762684600,1.3760000e-04,-1.3760000e-04,2.66,0.43,-2.700e-01,1.0690,0.1740,-0.1070,1.0020,0.0680,-0.0560
7265298,K02051.02,CANDIDATE,11.031783600,2.2800000e-04,-2.2800000e-04,1.45,0.24,-1.400e-01,1.0690,0.1740,-0.1070,1.0020,0.0680,-0.0560
3248501,K02052.01,CANDIDATE,4.224642160,3.1460000e-05,-3.1460000e-05,4.31,1.43,-4.700e-01,1.1400,0.3760,-0.1250,1.2130,0.1680,-0.1680
2307415,K02053.01,CANDIDATE,13.121621670,4.4830000e-05,-4.4830000e-05,1.99,0.36,-2.900e-01,1.2770,0.2300,-0.1880,1.0940,0.1030,-0.0750
2307415,K02053.02,CANDIDATE,4.612673600,1.2080000e-05,-1.2080000e-05,1.60,0.29,-2.400e-01,1.2770,0.2300,-0.1880,1.0940,0.1030,-0.0750
3128552,K02055.01,CANDIDATE,8.678903120,2.3820000e-05,-2.3820000e-05,2.56,0.39,-4.300e-01,1.1160,0.1690,-0.1860,0.9240,0.0620,-0.0430
3128552,K02055.02,CANDIDATE,4.025824340,1.2710000e-05,-1.2710000e-05,1.79,0.27,-3.000e-01,1.1160,0.1690,-0.1860,0.9240,0.0620,-0.0430
3128552,K02055.03,CANDIDATE,2.504752820,1.1440000e-05,-1.1440000e-05,1.48,0.22,-2.500e-01,1.1160,0.1690,-0.1860,0.9240,0.0620,-0.0430
10134152,K02056.01,CANDIDATE,39.313569900,1.4830000e-04,-1.4830000e-04,2.07,0.59,-1.900e-01,0.9250,0.2620,-0.0870,1.0080,0.1170,-0.1300
9573685,K02057.01,CANDIDATE,5.945655160,1.6910000e-05,-1.6910000e-05,1.12,0.06,-7.000e-02,0.5640,0.0300,-0.0340,0.5810,0.0320,-0.0350
10329835,K02058.01,CANDIDATE,1.523730730,2.4970000e-06,-2.4970000e-06,1.26,0.09,-1.200e-01,0.5100,0.0330,-0.0500,0.5160,0.0380,-0.0420
12301181,K02059.01,CANDIDATE,6.147283410,2.1460000e-05,-2.1460000e-05,0.79,0.06,-3.000e-02,0.7460,0.0490,-0.0300,0.8060,0.0350,-0.0510
12301181,K02059.02,CANDIDATE,2.185658860,1.7140000e-05,-1.7140000e-05,0.44,0.03,-2.000e-02,0.7460,0.0490,-0.0300,0.8060,0.0350,-0.0510
9279354,K02060.01,CANDIDATE,2.800111267,4.0140000e-06,-4.0140000e-06,2.13,0.17,-2.000e-01,0.7040,0.0540,-0.0660,0.6860,0.0790,-0.0530
12061969,K02061.02,CANDIDATE,1.090011003,5.8220000e-06,-5.8220000e-06,1.04,0.13,-8.000e-02,0.7700,0.0950,-0.0550,0.8640,0.0490,-0.0850
6774880,K02062.01,CANDIDATE,34.351133900,1.5120000e-04,-1.5120000e-04,2.75,0.93,-2.900e-01,0.9670,0.3250,-0.1010,1.0450,0.1400,-0.1400
7449541,K02063.01,CANDIDATE,3.007250680,1.1440000e-05,-1.1440000e-05,1.56,0.34,-1.200e-01,0.7810,0.1690,-0.0610,0.8730,0.0880,-0.1070
2579043,K02064.01,CANDIDATE,6.312191710,2.2020000e-05,-2.2020000e-05,2.17,0.70,-2.300e-01,1.0750,0.3490,-0.1160,1.1240,0.1540,-0.1540
6342333,K02065.01,CANDIDATE,80.232146700,3.9140000e-04,-3.9140000e-04,3.24,0.38,-1.900e-01,0.8880,0.1040,-0.0520,0.9200,0.0460,-0.0510
3239671,K02066.01,CANDIDATE,147.973910000,1.1600000e-03,-1.1600000e-03,3.33,0.43,-2.900e-01,0.9500,0.1230,-0.0820,0.9050,0.0620,-0.0510
9304101,K02067.01,CANDIDATE,13.245034820,4.6770000e-05,-4.6770000e-05,1.77,0.28,-3.800e-01,1.3900,0.2230,-0.2980,0.9880,0.0930,-0.0670
10674871,K02068.01,CANDIDATE,41.889700360,9.4270000e-05,-9.4270000e-05,32.16,9.68,-3.230e+00,0.9070,0.2730,-0.0910,0.9890,0.1160,-0.1290
11360571,K02069.01,CANDIDATE,77.255072600,3.9130000e-04,-3.9130000e-04,3.70,1.14,-6.600e-01,1.3560,0.4170,-0.2430,1.2120,0.1880,-0.1880
6035124,K02071.01,CANDIDATE,3.856906860,1.1180000e-05,-1.1180000e-05,0.93,0.09,-4.000e-02,0.8130,0.0800,-0.0290,0.9020,0.0320,-0.0640
12058147,K02072.01,CANDIDATE,1.543205410,3.8380000e-06,-3.8380000e-06,1.23,0.19,-2.500e-01,1.2820,0.2070,-0.2530,0.9500,0.0810,-0.0670
8164257,K02073.01,CANDIDATE,49.500472500,3.3990000e-04,-3.3990000e-04,2.49,0.10,-1.900e-01,0.8280,0.0320,-0.0650,0.7910,0.0500,-0.0290
8164257,K02073.02,CANDIDATE,6.475391080,2.1050000e-05,-2.1050000e-05,1.92,0.07,-1.500e-01,0.8280,0.0320,-0.0650,0.7910,0.0500,-0.0290
8164257,K02073.03,CANDIDATE,16.858256090,6.0420000e-05,-6.0420000e-05,2.51,0.10,-2.000e-01,0.8280,0.0320,-0.0650,0.7910,0.0500,-0.0290
8866137,K02074.01,CANDIDATE,33.417817300,1.7350000e-04,-1.7350000e-04,3.13,0.41,-2.400e-01,0.7440,0.0960,-0.0590,0.8270,0.0570,-0.0980
10857519,K02075.01,CANDIDATE,2.053341891,7.3970000e-06,-7.3970000e-06,1.44,0.25,-2.500e-01,1.3580,0.2390,-0.2390,1.0760,0.1020,-0.0810
9517393,K02076.01,CANDIDATE,56.776983100,3.3330000e-04,-3.3330000e-04,3.21,0.80,-3.400e-01,1.0120,0.2520,-0.1080,1.1170,0.1200,-0.1600
9517393,K02076.02,CANDIDATE,219.321556200,8.5170000e-04,-8.5170000e-04,6.11,1.52,-6.500e-01,1.0120,0.2520,-0.1080,1.1170,0.1200,-0.1600
9351316,K02078.01,CANDIDATE,18.784292320,7.6330000e-05,-7.6330000e-05,2.14,0.08,-1.000e-01,0.6410,0.0250,-0.0300,0.6510,0.0340,-0.0300
9351316,K02078.02,CANDIDATE,161.515617000,1.2580000e-03,-1.2580000e-03,2.88,0.12,-1.300e-01,0.6410,0.0250,-0.0300,0.6510,0.0340,-0.0300
9473078,K02079.01,CANDIDATE,0.693842661,1.6200000e-06,-1.6200000e-06,0.83,0.17,-1.900e-01,1.1960,0.2510,-0.2790,0.9030,0.0600,-0.0420
10864531,K02080.01,CANDIDATE,83.488740500,5.8890000e-04,-5.8890000e-04,2.95,0.93,-3.100e-01,0.9400,0.2970,-0.0990,1.0320,0.1240,-0.1380
10864531,K02080.02,CANDIDATE,34.060767700,1.3720000e-04,-1.3720000e-04,2.96,0.94,-3.100e-01,0.9400,0.2970,-0.0990,1.0320,0.1240,-0.1380
2853780,K02081.01,CANDIDATE,6.214149600,3.0470000e-05,-3.0470000e-05,4.27,1.26,-2.950e+00,3.1520,0.9330,-2.1760,1.5010,0.2450,-0.5730
9472000,K02082.01,CANDIDATE,31.588897900,1.2110000e-04,-1.2110000e-04,2.59,0.40,-4.900e-01,1.3670,0.2090,-0.2560,1.0200,0.0930,-0.0780
7097965,K02083.01,CANDIDATE,7.720850470,2.0800000e-05,-2.0800000e-05,2.53,0.40,-4.000e-01,1.1770,0.1860,-0.1860,0.9850,0.0780,-0.0640
3967326,K02084.01,CANDIDATE,4.195773850,1.5680000e-05,-1.5680000e-05,3.02,0.98,-5.300e-01,1.0050,0.3280,-0.1770,0.8780,0.0810,-0.0610
6768394,K02086.01,CANDIDATE,7.132947200,3.6350000e-05,-3.6350000e-05,1.64,0.26,-3.200e-01,1.3070,0.2090,-0.2560,0.9730,0.0850,-0.0710
6768394,K02086.02,CANDIDATE,8.919012280,5.0780000e-05,-5.0780000e-05,1.84,0.29,-3.600e-01,1.3070,0.2090,-0.2560,0.9730,0.0850,-0.0710
6768394,K02086.03,CANDIDATE,11.898494800,1.4170000e-04,-1.4170000e-04,1.69,0.27,-3.300e-01,1.3070,0.2090,-0.2560,0.9730,0.0850,-0.0710
6922710,K02087.01,CANDIDATE,23.127417100,1.5670000e-04,-1.5670000e-04,1.44,0.23,-1.300e-01,1.0660,0.1660,-0.0970,1.0240,0.0740,-0.0670
11348997,K02090.01,CANDIDATE,5.132486123,9.6340000e-06,-9.6340000e-06,1.69,0.09,-8.000e-02,0.5780,0.0320,-0.0270,0.6190,0.0230,-0.0350
5705819,K02091.01,CANDIDATE,8.779973490,3.1900000e-05,-3.1900000e-05,2.12,0.30,-1.600e-01,0.7640,0.1090,-0.0580,0.8500,0.0680,-0.0930
6696580,K02092.01,CANDIDATE,57.689621200,3.5450000e-04,-3.5450000e-04,5.14,1.54,-6.600e-01,1.0490,0.3130,-0.1340,1.1070,0.1590,-0.1450
6696580,K02092.02,CANDIDATE,25.563862600,1.2730000e-04,-1.2730000e-04,4.00,1.19,-5.100e-01,1.0490,0.3130,-0.1340,1.1070,0.1590,-0.1450
6696580,K02092.03,CANDIDATE,77.086191000,1.3520000e-03,-1.3520000e-03,29.77,8.88,-3.800e+00,1.0490,0.3130,-0.1340,1.1070,0.1590,-0.1450
6525946,K02093.01,CANDIDATE,6.783413250,2.3870000e-05,-2.3870000e-05,20.75,7.85,-2.620e+00,8.7690,3.3190,-1.1060,0.7630,0.3670,-0.0150
6525946,K02093.02,CANDIDATE,2.508116000,1.4540000e-05,-1.4540000e-05,12.28,4.64,-1.550e+00,8.7690,3.3190,-1.1060,0.7630,0.3670,-0.0150
6525946,K02093.03,CANDIDATE,0.496069986,1.6370000e-06,-1.6370000e-06,10.00,3.79,-1.260e+00,8.7690,3.3190,-1.1060,0.7630,0.3670,-0.0150
8505920,K02094.01,CANDIDATE,42.426964700,3.3130000e-04,-3.3130000e-04,3.44,0.55,-4.500e-01,1.0130,0.1620,-0.1330,0.8690,0.0650,-0.0350
8505920,K02094.02,CANDIDATE,198.680859000,2.4240000e-03,-2.4240000e-03,2.79,0.45,-3.600e-01,1.0130,0.1620,-0.1330,0.8690,0.0650,-0.0350
7918992,K02095.01,CANDIDATE,1.434745129,3.3710000e-06,-3.3710000e-06,1.50,0.23,-1.300e-01,1.0640,0.1670,-0.0900,1.0370,0.0690,-0.0630
9307509,K02096.01,CANDIDATE,9.762932840,4.6830000e-05,-4.6830000e-05,1.94,0.18,-2.300e-01,0.8160,0.0780,-0.0950,0.7730,0.0870,-0.0550
10158729,K02097.01,CANDIDATE,58.601926000,5.7880000e-04,-5.7880000e-04,2.06,0.68,-2.200e-01,1.0190,0.3350,-0.1120,1.0380,0.1580,-0.1290
6105462,K02098.01,CANDIDATE,25.082340200,1.2070000e-04,-1.2070000e-04,2.26,0.59,-4.900e-01,1.2620,0.3350,-0.2740,1.0110,0.1600,-0.1170
6105462,K02098.02,CANDIDATE,89.722412500,7.8620000e-04,-7.8620000e-04,2.21,0.59,-4.800e-01,1.2620,0.3350,-0.2740,1.0110,0.1600,-0.1170
3120355,K02099.01,CANDIDATE,78.099890800,6.6270000e-04,-6.6270000e-04,3.37,0.57,-5.600e-01,1.2840,0.2150,-0.2150,1.0390,0.0810,-0.0650
6047072,K02100.01,CANDIDATE,4.271037270,1.5050000e-05,-1.5050000e-05,1.22,0.37,-1.300e-01,0.9060,0.2790,-0.0930,0.9930,0.1210,-0.1210
9411412,K02101.01,CANDIDATE,2.892216772,7.0090000e-06,-7.0090000e-06,1.31,0.06,-6.000e-02,0.6150,0.0250,-0.0310,0.6250,0.0290,-0.0330
7008211,K02102.01,CANDIDATE,187.746606000,1.4600000e-03,-1.4600000e-03,2.95,0.41,-3.000e-01,0.7530,0.1040,-0.0760,0.7340,0.1010,-0.0500
7620413,K02103.01,CANDIDATE,2.543063763,9.2120000e-06,-9.2120000e-06,1.26,0.18,-1.400e-01,1.0290,0.1520,-0.1140,0.9450,0.0660,-0.0480
7620413,K02103.02,CANDIDATE,3.665208440,4.5280000e-05,-4.5280000e-05,0.82,0.12,-9.000e-02,1.0290,0.1520,-0.1140,0.9450,0.0660,-0.0480
10854546,K02104.01,CANDIDATE,2.168451063,2.8110000e-06,-2.8110000e-06,2.41,0.80,-3.400e-01,1.1090,0.3660,-0.1570,1.0770,0.1810,-0.1200
8165946,K02105.01,CANDIDATE,6.421999190,2.4990000e-05,-2.4990000e-05,1.25,0.20,-7.000e-02,0.9810,0.1540,-0.0550,1.0300,0.0640,-0.0640
12017109,K02106.01,CANDIDATE,9.753740330,4.4600000e-05,-4.4600000e-05,1.87,0.48,-1.700e-01,0.8990,0.2290,-0.0820,0.9960,0.1040,-0.1270
9225395,K02107.01,CANDIDATE,81.315305200,9.3520000e-04,-9.3520000e-04,2.55,0.30,-3.300e-01,0.9750,0.1150,-0.1260,0.8520,0.0660,-0.0330
10709622,K02108.01,CANDIDATE,51.328352700,3.0260000e-04,-3.0260000e-04,3.06,0.96,-4.800e-01,1.1190,0.3500,-0.1750,1.0270,0.1670,-0.1250
11499228,K02109.01,CANDIDATE,19.791938900,1.1440000e-04,-1.1440000e-04,2.58,0.86,-2.900e-01,1.0390,0.3490,-0.1160,1.0840,0.1580,-0.1440
11460462,K02110.01,CANDIDATE,5.037280330,1.5660000e-05,-1.5660000e-05,1.55,0.28,-1.700e-01,1.3810,0.2530,-0.1560,1.3060,0.0930,-0.1030
8612275,K02111.01,CANDIDATE,3.289726319,8.6260000e-06,-8.6260000e-06,1.37,0.16,-8.000e-02,0.9100,0.1100,-0.0550,0.9370,0.0440,-0.0530
8612275,K02111.02,CANDIDATE,7.186445940,1.9330000e-05,-1.9330000e-05,2.19,0.27,-1.300e-01,0.9100,0.1100,-0.0550,0.9370,0.0440,-0.0530
7207061,K02113.01,CANDIDATE,15.942484530,5.9850000e-05,-5.9850000e-05,2.62,0.54,-2.200e-01,0.8060,0.1680,-0.0670,0.8970,0.0710,-0.1060
7207061,K02113.02,CANDIDATE,12.330879210,4.9720000e-05,-4.9720000e-05,2.34,0.48,-2.000e-01,0.8060,0.1680,-0.0670,0.8970,0.0710,-0.1060
6921944,K02114.01,CANDIDATE,4.421566535,9.7260000e-06,-9.7260000e-06,2.19,0.06,-1.000e-01,0.6970,0.0190,-0.0320,0.7130,0.0240,-0.0240
9532052,K02115.01,CANDIDATE,15.725859410,6.2770000e-05,-6.2770000e-05,2.69,0.25,-1.100e-01,0.7550,0.0690,-0.0320,0.8240,0.0430,-0.0580
8164012,K02116.01,CANDIDATE,1.252753881,2.2280000e-06,-2.2280000e-06,2.44,0.37,-5.600e-01,1.7050,0.2610,-0.3920,1.1650,0.1320,-0.1080
4140813,K02117.01,CANDIDATE,13.360198640,5.9560000e-05,-5.9560000e-05,1.84,0.13,-1.100e-01,0.6880,0.0480,-0.0400,0.7680,0.0240,-0.0670
4055304,K02119.01,CANDIDATE,0.571038347,6.8400000e-07,-6.8400000e-07,1.65,0.08,-1.500e-01,0.8860,0.0450,-0.0830,0.8200,0.0580,-0.0310
4857213,K02120.01,CANDIDATE,8.774257860,2.9310000e-05,-2.9310000e-05,1.75,0.53,-2.200e-01,0.9050,0.2770,-0.1110,0.8320,0.0850,-0.0590
4262581,K02122.01,CANDIDATE,37.646851900,2.2700000e-04,-2.2700000e-04,5.37,0.81,-1.900e+00,2.6520,0.4020,-0.9390,1.4100,0.1490,-0.3480
8591693,K02123.01,CANDIDATE,29.455784100,1.1870000e-04,-1.1870000e-04,2.19,0.68,-2.200e-01,0.9490,0.2920,-0.0970,1.0180,0.1410,-0.1410
11462341,K02124.01,CANDIDATE,42.337579900,4.0590000e-04,-4.0590000e-04,1.45,0.07,-8.000e-02,0.5810,0.0300,-0.0300,0.5930,0.0320,-0.0320
9405595,K02125.01,CANDIDATE,23.359358900,1.2780000e-04,-1.2780000e-04,2.98,0.99,-3.300e-01,1.0090,0.3350,-0.1120,1.0690,0.1440,-0.1440
3546060,K02126.01,CANDIDATE,9.693108370,3.0350000e-05,-3.0350000e-05,2.12,0.18,-1.900e-01,0.6180,0.0540,-0.0540,0.6070,0.0670,-0.0330
9351920,K02129.01,CANDIDATE,8.796184330,3.0700000e-05,-3.0700000e-05,1.77,0.48,-1.700e-01,1.0460,0.2860,-0.1020,1.1430,0.1300,-0.1430
2161536,K02130.01,CANDIDATE,16.855925930,6.4300000e-05,-6.4300000e-05,1.70,0.08,-1.000e-01,0.5870,0.0260,-0.0350,0.5930,0.0340,-0.0340
10549023,K02131.01,CANDIDATE,14.362704510,6.9040000e-05,-6.9040000e-05,2.31,0.66,-2.900e-01,1.2160,0.3500,-0.1500,1.2350,0.1560,-0.1740
9661979,K02132.01,CANDIDATE,69.895678900,5.2430000e-04,-5.2430000e-04,3.04,0.62,-5.100e-01,1.1040,0.2270,-0.1850,0.8930,0.0610,-0.0350
4254466,K02134.01,CANDIDATE,42.300628200,2.1670000e-04,-2.1670000e-04,2.54,0.44,-2.700e-01,1.1290,0.1930,-0.1190,1.0480,0.0740,-0.0590
9904006,K02135.01,CANDIDATE,55.186621300,3.4620000e-04,-3.4620000e-04,2.47,0.46,-3.500e-01,1.2670,0.2370,-0.1780,1.0850,0.1130,-0.0750
9904006,K02135.02,CANDIDATE,20.189039600,3.1220000e-04,-3.1220000e-04,1.39,0.25,-2.000e-01,1.2670,0.2370,-0.1780,1.0850,0.1130,-0.0750
9904006,K02135.03,CANDIDATE,8.486515820,5.3350000e-05,-5.3350000e-05,1.34,0.25,-1.900e-01,1.2670,0.2370,-0.1780,1.0850,0.1130,-0.0750
9364609,K02137.01,CANDIDATE,14.974362380,4.7340000e-05,-4.7340000e-05,1.28,0.09,-9.000e-02,0.8000,0.0570,-0.0570,0.7960,0.0520,-0.0390
5022828,K02138.01,CANDIDATE,23.554101200,1.8120000e-04,-1.8120000e-04,2.33,0.86,-7.000e-01,2.2860,0.8410,-0.6880,2.3350,0.3660,-0.6790
8233702,K02140.01,CANDIDATE,41.697758200,1.8910000e-04,-1.8910000e-04,2.26,0.60,-2.100e-01,0.8700,0.2340,-0.0780,0.9680,0.1060,-0.1160
11403339,K02143.01,CANDIDATE,4.790294820,1.9660000e-05,-1.9660000e-05,1.01,0.11,-4.000e-02,0.8430,0.0860,-0.0330,0.9450,0.0320,-0.0690
8260902,K02144.01,CANDIDATE,38.671584300,2.1030000e-04,-2.1030000e-04,2.45,0.83,-3.800e-01,0.9130,0.3060,-0.1410,0.8010,0.1240,-0.0570
8381204,K02145.01,CANDIDATE,8.326518540,4.6050000e-05,-4.6050000e-05,1.80,0.59,-2.000e-01,1.0000,0.3300,-0.1100,1.0240,0.1530,-0.1260
6774537,K02146.01,CANDIDATE,2.949029106,7.7200000e-06,-7.7200000e-06,1.48,0.12,-1.500e-01,0.8070,0.0640,-0.0850,0.7710,0.0850,-0.0560
10404582,K02147.01,CANDIDATE,37.865896400,2.1840000e-04,-2.1840000e-04,2.01,0.31,-1.600e-01,1.0170,0.1610,-0.0800,1.0160,0.0620,-0.0620
10404582,K02147.02,CANDIDATE,10.327363510,8.1930000e-05,-8.1930000e-05,1.25,0.20,-1.000e-01,1.0170,0.1610,-0.0800,1.0160,0.0620,-0.0620
6021193,K02148.01,CANDIDATE,11.932053990,4.8330000e-05,-4.8330000e-05,1.83,0.31,-3.400e-01,1.3910,0.2320,-0.2580,1.1730,0.0830,-0.1140
6021193,K02148.02,CANDIDATE,7.542358320,3.7860000e-05,-3.7860000e-05,1.59,0.27,-2.900e-01,1.3910,0.2320,-0.2580,1.1730,0.0830,-0.1140
6021193,K02148.03,CANDIDATE,3.614602790,2.8330000e-05,-2.8330000e-05,1.14,0.19,-2.100e-01,1.3910,0.2320,-0.2580,1.1730,0.0830,-0.1140
10617017,K02149.01,CANDIDATE,13.151402230,7.9760000e-05,-7.9760000e-05,1.87,0.35,-3.900e-01,1.6360,0.3080,-0.3390,1.2870,0.1190,-0.1450
3229150,K02150.01,CANDIDATE,18.508452600,1.3110000e-04,-1.3110000e-04,29.33,8.82,-2.940e+00,0.9380,0.2820,-0.0940,1.0280,0.1270,-0.1400
3229150,K02150.02,CANDIDATE,44.705587600,7.5440000e-04,-7.5440000e-04,72.59,21.83,-7.270e+00,0.9380,0.2820,-0.0940,1.0280,0.1270,-0.1400
9641481,K02152.01,CANDIDATE,42.191833100,3.5610000e-04,-3.5610000e-04,2.35,0.32,-3.300e-01,1.0800,0.1500,-0.1500,0.9280,0.0620,-0.0430
10253547,K02153.01,CANDIDATE,59.980986800,4.6960000e-04,-4.6960000e-04,2.81,0.51,-5.200e-01,1.3830,0.2520,-0.2520,1.1090,0.1120,-0.0820
10253547,K02153.02,CANDIDATE,25.745795700,3.2120000e-04,-3.2120000e-04,1.73,0.31,-3.200e-01,1.3830,0.2520,-0.2520,1.1090,0.1120,-0.0820
12505076,K02154.01,CANDIDATE,11.929793480,6.6590000e-05,-6.6590000e-05,2.43,0.68,-2.400e-01,0.9210,0.2560,-0.0920,1.0160,0.1160,-0.1270
12116380,K02155.01,CANDIDATE,4.339456900,1.0700000e-05,-1.0700000e-05,2.11,0.29,-2.900e-01,1.0130,0.1390,-0.1390,0.8690,0.0600,-0.0340
2556650,K02156.01,CANDIDATE,2.852348262,2.9260000e-06,-2.9260000e-06,1.66,0.18,-2.000e-01,0.4330,0.0470,-0.0520,0.4630,0.0410,-0.0550
5211199,K02158.01,CANDIDATE,4.562040700,1.6240000e-05,-1.6240000e-05,2.82,0.53,-9.800e-01,2.5060,0.4680,-0.8700,1.3300,0.1460,-0.3410
5211199,K02158.02,CANDIDATE,6.682312490,5.9060000e-05,-5.9060000e-05,2.09,0.39,-7.200e-01,2.5060,0.4680,-0.8700,1.3300,0.1460,-0.3410
8804455,K02159.01,CANDIDATE,7.596699800,3.3220000e-05,-3.3220000e-05,1.32,0.20,-1.700e-01,1.0910,0.1630,-0.1470,0.9550,0.0780,-0.0570
5546761,K02160.01,CANDIDATE,17.670029100,1.2260000e-04,-1.2260000e-04,2.89,0.49,-4.800e-01,1.2470,0.2090,-0.2090,1.0420,0.0790,-0.0630
9205938,K02162.01,CANDIDATE,108.593113000,1.1300000e-03,-1.1300000e-03,1.68,0.21,-2.100e-01,0.9210,0.1150,-0.1150,0.7940,0.0710,-0.0300
9205938,K02162.02,CANDIDATE,199.668760000,3.9610000e-03,-3.9610000e-03,1.45,0.18,-1.800e-01,0.9210,0.1150,-0.1150,0.7940,0.0710,-0.0300
11358389,K02163.01,CANDIDATE,10.664895140,4.5480000e-05,-4.5480000e-05,1.76,0.57,-2.300e-01,1.0210,0.3330,-0.1330,1.0370,0.1450,-0.1300
11358389,K02163.02,CANDIDATE,17.783829800,1.3140000e-04,-1.3140000e-04,1.60,0.53,-2.100e-01,1.0210,0.3330,-0.1330,1.0370,0.1450,-0.1300
11358389,K02163.03,CANDIDATE,28.225104900,3.3770000e-04,-3.3770000e-04,1.59,0.52,-2.100e-01,1.0210,0.3330,-0.1330,1.0370,0.1450,-0.1300
7204981,K02164.01,CANDIDATE,5.123320400,2.0600000e-05,-2.0600000e-05,1.65,0.17,-2.000e-01,0.9820,0.1050,-0.1160,0.8720,0.0640,-0.0320
4370527,K02166.01,CANDIDATE,61.617452800,3.5730000e-04,-3.5730000e-04,3.36,0.41,-2.000e-01,0.9310,0.1150,-0.0530,0.9660,0.0390,-0.0540
6041734,K02167.01,CANDIDATE,24.339820200,1.4340000e-04,-1.4340000e-04,5.09,0.85,-1.130e+00,1.4660,0.2440,-0.3260,0.9980,0.0810,-0.0660
6041734,K02167.03,CANDIDATE,76.536953100,8.2360000e-04,-8.2360000e-04,3.73,0.63,-8.300e-01,1.4660,0.2440,-0.3260,0.9980,0.0810,-0.0660
11308499,K02168.01,CANDIDATE,3.281920560,1.2760000e-05,-1.2760000e-05,1.60,0.26,-2.000e-01,1.1620,0.1900,-0.1430,1.0640,0.0700,-0.0700
11308499,K02168.02,CANDIDATE,12.516105490,8.3690000e-05,-8.3690000e-05,1.87,0.30,-2.300e-01,1.1620,0.1900,-0.1430,1.0640,0.0700,-0.0700
9006186,K02169.01,CANDIDATE,5.452987420,1.8200000e-05,-1.8200000e-05,0.92,0.10,-3.000e-02,0.8420,0.0930,-0.0330,0.9440,0.0390,-0.0660
9006186,K02169.02,CANDIDATE,3.266627330,1.3950000e-05,-1.3950000e-05,0.68,0.08,-3.000e-02,0.8420,0.0930,-0.0330,0.9440,0.0390,-0.0660
9006186,K02169.03,CANDIDATE,4.272264210,2.2360000e-05,-2.2360000e-05,0.64,0.07,-3.000e-02,0.8420,0.0930,-0.0330,0.9440,0.0390,-0.0660
9006186,K02169.04,CANDIDATE,2.192519030,3.2670000e-05,-3.2670000e-05,0.37,0.05,-1.000e-02,0.8420,0.0930,-0.0330,0.9440,0.0390,-0.0660
11410904,K02171.01,CANDIDATE,3.532324290,2.2900000e-05,-2.2900000e-05,1.43,0.21,-7.000e-02,0.9560,0.1430,-0.0480,1.0350,0.0500,-0.0680
4173026,K02172.01,CANDIDATE,10.440873980,5.1130000e-05,-5.1130000e-05,3.41,0.98,-4.900e-01,0.9810,0.2810,-0.1410,0.9360,0.1140,-0.0930
4173026,K02172.02,CANDIDATE,116.583183000,2.2310000e-03,-2.2310000e-03,2.91,0.83,-4.200e-01,0.9810,0.2810,-0.1410,0.9360,0.1140,-0.0930
11774991,K02173.01,CANDIDATE,37.815415700,2.6670000e-04,-2.6670000e-04,1.21,0.08,-4.000e-02,0.7050,0.0490,-0.0250,0.7900,0.0280,-0.0560
